event_id,date,location,Region,customer,device_family,current_ios,severity,outage,psirts_current_ios,bugs_current_ios
c08832a7-bf4a-4d00-a31e-31937f6bf3cb,8/28/2020,Moel Glanpandy,AMUR,Zoonder,Cisco Catalyst 3650 Series,WS-C3750X-48P-S---12.2(55)SE---1,P2,TRUE,CVE-2019-1737,CSCvg48576
0c4396b3-4bd5-4acd-aa84-8d398de26c26,9/14/2020,Markstedt,APCG,Wordpedia,Cisco Catalyst 3560-X Series,WS-C3850-24XS-E---16.6.5---11,P2,TRUE,CVE-2018-0167,CSCvn93524
81546c53-85a0-43c8-ab1c-25a7415ece20,6/3/2020,Weinensingen,EPAC,Miboo,Cisco Catalyst 2960-S Series,WS-C3850-48P-E---03.06.06E---2,P2,TRUE,CVE-2017-6663,CSCuo17183
d33e66d4-ac52-4c81-b041-10d9e09f9a3a,4/30/2020,Aendrilad,ASEAM,Skyndu,Cisco Catalyst 4500 Series,WS-C3750X-48P-S---12.2(55)SE---1,P3,TRUE,CVE-2019-12643,CSCvo47376
30c43b72-0187-4384-9168-f1bda0cbdcfd,1/13/2021,Guildhey,AMUR,Demivee,Cisco Catalyst 4500 Series,WS-C3650-24PD-E---16.6.5---38,P1,TRUE,CVE-2017-6665,CSCvj25068
7c3009f4-ebf1-4d6f-8351-998f6fd42314,3/9/2020,Kinbrook,ASEAM,Viva,Cisco Catalyst 3560-G Series,WS-C3650-24PS-L---3.6.6E---984,P1,FALSE,CVE-2019-12643,CSCvj25124
6b10e89c-0062-4b7f-8067-9e708a2d65f0,10/16/2020,Holzensingen,ASEAM,Yodel,Cisco ISR G1,WS-C2960S-24PS-L---12.2(55)SE5---1,P3,TRUE,CVE-2019-12643,CSCvj25124
192ec38e-1e8a-4348-84c7-88cbde73b0a8,9/26/2020,Caeltys,NEMAT,Rhybox,Cisco ISR G1,WS-C2960S-24PS-L---12.2(55)SE5---1,P3,FALSE,CVE-2019-1746,CSCvn93524
fdf9d075-0a13-43ef-8094-4282991f7628,1/5/2021,Llan Trecarw,ASEAM,Eamia,Cisco Catalyst 9300 Series,WS-C3850-48P-E---Everest 16.6.5---71,P1,FALSE,CVE-2018-0156,CSCvg48576
6d311694-623f-4d9d-a2fe-7c4bc2e82f80,10/30/2020,Caradkard,ASEAM,LiveZ,Cisco ISR G2,WS-C3650-48PS-E---3.7.4E---1,P1,TRUE,CVE-2018-0475,CSCvf36269
87f5621f-6eb4-4592-957f-5e9730e53a6b,10/25/2020,Kirchelmark,APCG,Eidel,Cisco Catalyst 3560 Series,WS-C3850-12S-E---Denali 16.3.5b---2,P1,TRUE,CVE-2017-6665,CSCvj25124
c71d21db-d364-4bf3-a0fc-8c87fb5e2b37,2/9/2021,Helmensburg,ASEAM,Feedbug,Cisco Catalyst 2960 Series,WS-C2960S-24PS-L---12.2(55)SE5---1,P2,TRUE,CVE-2018-0171,CSCvj25068
1edf2dc0-aeeb-445d-b14b-f9529da065f3,4/26/2020,Blackby,ASEAM,Omba,Cisco Catalyst 2960 Series,WS-C4506-E---3.8.6E---42,P1,FALSE,CVE-2017-12240,CSCvo47376
b8844772-64bf-4b1a-9044-5a90a802dcd2,10/2/2020,Konigsenfurt,ASEAM,BlogXS,Cisco Catalyst 2960-X Series,WS-C4506-E---3.1.1SG---2,P2,FALSE,CVE-2017-6665,CSCvn29244
96620056-4413-44c9-9171-f776e737807b,9/8/2020,Hochdorf,ASEAM,Kwilith,Cisco Catalyst 9300 Series,WS-C3650-48FS-E---Everest 16.6.6---2,P1,TRUE,CVE-2017-6663,CSCvd88936
77a50c7c-167d-4e40-920e-7ce07c395880,11/21/2020,Fortaure,AMUR,Flipstorm,Cisco Catalyst 3750-G Series,WS-C4506-E---3.1.1SG---2,P2,TRUE,CVE-2019-12657,CSCuo17183
f12b7f5a-2d75-43b6-ac34-a4fc082e3d4c,1/16/2021,Neckwald,EPAC,Trunyx,Cisco ISR G2,CISCO3925-CHASSIS---15.3(3)M5---18,P2,TRUE,CVE-2018-0475,CSCvd88936
2886e61d-5c82-444f-80fd-2a6d57b624a8,9/15/2020,Pellad,APCG,Twitternation,Cisco ISR G1,WS-C3850-48P-E---16.3.5b---1,P3,FALSE,CVE-2018-0475,CSCuo17183
11d4905a-438a-4da0-8c1c-90fee1317471,4/11/2020,Parcwen,APCG,Browseblab,Cisco Catalyst 2960 Series,WS-C3750X-48P-S---12.2(55)SE---1,P3,TRUE,CVE-2019-1748,CSCvo47376
deeee5c1-9310-4439-a012-0479928d23ae,9/10/2020,Alsheim,APCG,Kanoodle,Cisco Catalyst 2960-S Series,WS-C3650-24PS-E---Everest 16.6.6---1,P2,TRUE,CVE-2018-0167,CSCvn93524
2d0d005f-cc91-429a-949e-acccbc02b4ea,7/17/2020,Dinkerchen,ASEAM,Quinu,Cisco Catalyst 2960 Series,WS-C3850-12S-E---03.06.06E---2,P3,FALSE,CVE-2018-0167,CSCvj25068
6690ef69-c4a0-47c3-ac20-04bc2b542cdd,1/14/2021,Pantdderwen,EPAC,Browsecat,Cisco Catalyst 3750-X Series,WS-C3650-48FS-E---Everest 16.6.6---2,P3,FALSE,CVE-2019-12657,CSCvd51214
3308fea5-9da2-44c3-89e9-10c202749a19,12/4/2020,Guildhey,APCG,Cogibox,Cisco Catalyst 9300 Series,WS-C3650-48FS-E---Everest 16.6.5---56,P1,FALSE,CVE-2017-6665,CSCvf36269
65b3564c-45fc-49f6-8fc6-9d4f51f343a4,12/13/2020,Glynmaen,EPAC,Tazzy,Cisco Catalyst 3750-G Series,WS-C4506-E---3.8.6E---42,P2,TRUE,CVE-2019-1748,CSCvd88936
7bc58768-6db2-4f55-80c1-b44272b0d10b,9/2/2020,Parcbrith,EPAC,Zoomdog,Cisco Catalyst 4500 Series,WS-C3650-24PS-E---Everest 16.6.6---1,P1,FALSE,CVE-2018-0167,CSCuo17183
6385f45d-db68-499a-ad8f-db8ff6a8e287,5/20/2020,Oulhall,NEMAT,Buzzbean,Cisco Catalyst 3850 Series,WS-C3850-24XS-S---16.6.5---3,P2,FALSE,CVE-2018-0480,CSCvn93524
96f34c43-9626-4dfa-9576-34baec3cb8b0,2/21/2021,Bronllech,ASEAM,Devpoint,Cisco Catalyst 9300 Series,CISCO2951/K9---15.4(3)M3---1,P2,TRUE,CVE-2018-0480,CSCvd51214
2208aa66-a6e4-4161-9f03-795afa3f8ab5,1/11/2021,Enedthas,EPAC,Skajo,Cisco Catalyst 3560-G Series,WS-C3650-48FS-E---Denali 16.3.8prd2---1,P2,FALSE,CVE-2018-0167,CSCvg48576
3256a400-4f19-48e0-98a8-a7f9c18aa01b,3/1/2020,Ornkard,NEMAT,Zooxo,Cisco Catalyst 3850 Series,WS-C3650-48FS-E---Everest 16.6.5---56,P2,TRUE,CVE-2018-0167,CSCvg76186
94ae1154-745d-4636-a1fa-345d6776e3c7,6/18/2020,Harlaur,ASEAM,Livetube,Cisco ISR G2,WS-C3650-48FS-E---Denali 16.3.8prd2---1,P1,FALSE,CVE-2019-12657,CSCvd40673
4e6ade91-8751-43e8-b930-84e73935b096,8/14/2020,Barfield,AMUR,Rooxo,Cisco Catalyst 3560-X Series,WS-C3650-24PS-E---Everest 16.6.5---1,P2,FALSE,CVE-2018-0480,CSCvg01089
4c795502-92b3-42d5-9146-9ed9144bf8d8,12/6/2020,Norton,EPAC,Meejo,Cisco Catalyst 3850 XS Series,CISCO3925-CHASSIS---15.3(3)M5---18,P1,TRUE,CVE-2018-0167,CSCvd51214
2b85b74b-7f6e-4a27-8b23-765352353eb3,4/11/2020,Ostbruck,EPAC,Lazz,Cisco Catalyst 3650 Series,WS-C3850-48P-E---03.06.08E---2,P2,TRUE,CVE-2019-1748,CSCvj25124
490e9ddf-ab8a-482e-9195-d2003a4318c0,3/15/2020,Saarelsfels,EPAC,Ntags,Cisco ISR G2,WS-C3750X-48PF-S---12.2(55)SE5---2,P1,FALSE,CVE-2019-12643,CSCvd88936
9a28075b-591c-43d5-94d3-40d0f25ebf62,8/15/2020,Eregtumbe,ASEAM,Jetwire,Cisco Catalyst 3750-X Series,WS-C3750X-48P-S---12.2(55)SE8---1,P1,TRUE,CVE-2018-0171,CSCvd73487
165923da-b584-4f90-8367-79b089e648c8,2/28/2021,Dinas Brynffridd,NEMAT,Topicware,Cisco ISR G1,WS-C3750X-24P-S---12.2(55)SE---2,P1,TRUE,CVE-2017-6665,CSCvn29244
3f934dae-5323-4ef8-8a67-117eda26b0da,7/7/2020,Ynysfach,AMUR,Photofeed,Cisco Catalyst 3750-G Series,WS-C3650-48FS-E---3.6.6E---595,P1,TRUE,CVE-2017-6665,CSCvn29244
563ae706-72c1-4869-ae36-2fed6d164d51,3/22/2020,Portsdon,AMUR,Rhynyx,Cisco Catalyst 3650 Series,CISCO2951/K9---15.4(3)M1---1,P2,TRUE,CVE-2017-12240,CSCvn29244
e652e3b1-ec91-4c27-a069-1c9256ab9c8d,8/12/2020,Carnshos,EPAC,Buzzdog,Cisco Catalyst 3560-X Series,WS-C4506-E---3.8.6E---42,P3,TRUE,CVE-2019-12643,CSCvd88936
d66b8878-38d2-4298-83b3-4c1fbd9d4bb9,10/19/2020,Cajaersiire,NEMAT,Wikizz,Cisco Catalyst 3850 Series,WS-C3750X-48P-S---12.2(55)SE5---6,P1,TRUE,CVE-2019-1737,CSCvn93524
502d1f11-2894-42c0-a239-7ea5b6f2cab0,10/28/2020,Kinbrook,EPAC,Jamia,Cisco Catalyst 2960-S Series,WS-C3750X-24P-S---12.2(55)SE---2,P1,FALSE,CVE-2018-0167,CSCvd40673
e56cdcec-2acd-48de-95d2-d4ede2d4d334,12/3/2020,Frankelberg,NEMAT,Eadel,Cisco Catalyst 9300 Series,CISCO2951/K9---15.4(3)M1---1,P3,TRUE,CVE-2017-12240,CSCvo47376
72814325-8a4a-4627-8d3b-c8b4e19db85e,11/6/2020,Carntum,NEMAT,Voomm,Cisco Catalyst 2960 Series,WS-C3850-48P-E---16.3.5b---1,P3,FALSE,CVE-2018-0156,CSCvn93524
be72d21c-5db5-4845-8cf5-fba5d074afb0,7/22/2020,Northwaite,AMUR,Quamba,Cisco Catalyst 3650 Series,WS-C3750X-24P-S---12.2(55)SE5---3,P3,TRUE,CVE-2017-6663,CSCvj25124
29add8c2-e713-4e13-949b-3d20493f43d6,10/25/2020,Gardensdorf,AMUR,Voomm,Cisco Catalyst 3650 Series,WS-C3750X-24P-S---12.2(55)SE---2,P2,TRUE,CVE-2017-6665,CSCvn93524
0fd150ba-9bc0-40f9-b992-7a1743a6f621,9/19/2020,Alsheim,NEMAT,Rhyloo,Cisco Catalyst 2960-X Series,WS-C2960S-24PS-L---12.2(55)SE5---1,P1,FALSE,CVE-2018-0171,CSCvn93524
bf8cc2cb-936b-4fed-8bab-5029c352542b,5/24/2020,Nimtaure,APCG,Jaxbean,Cisco Catalyst 3850 Series,WS-C3650-24PS-E---3.7.3E---1,P1,FALSE,CVE-2018-0156,CSCvd88936
715b7d56-1a8a-4d79-a640-a9ae4740d04c,11/29/2020,Blaengroes,APCG,Avaveo,Cisco ISR G2,WS-C3850-48P-E---03.06.06E---2,P3,TRUE,CVE-2017-6665,CSCuo17183
2118b7b2-4f0d-48f7-9942-8c8f2704325e,3/28/2020,Raderdeck,AMUR,Photolist,Cisco Catalyst 3750-G Series,WS-C4506-E---03.06.02.E---2,P1,TRUE,CVE-2017-6665,CSCvg48576
e321d0be-0759-4016-b40d-19dd330bf579,1/3/2021,Ashhaven,APCG,Geba,Cisco Catalyst 3850 Series,WS-C3650-48FS-E---Everest 16.6.6---2,P1,FALSE,CVE-2017-12240,CSCvn29244
a240e879-535e-4162-bbdc-863e2facea61,7/18/2020,Llyn Hendrecoch,ASEAM,Flashset,Cisco ISR G1,WS-C3650-24PS-E---3.7.3E---1,P3,FALSE,CVE-2019-1746,CSCvn29244
ea8caba0-3e81-4ef1-9bd7-7315816d3e31,11/8/2020,Holzensingen,NEMAT,Flashpoint,Cisco Catalyst 3650 Series,WS-C3850-48P-E---03.06.08E---2,P3,TRUE,CVE-2018-0475,CSCvn29244
17cefc5a-eb70-449c-8b8b-6e5702d23c54,12/3/2020,Konigswald,APCG,Browsebug,Cisco Catalyst 4500 Series,WS-C3750X-48P-S---12.2(55)SE5---6,P2,FALSE,CVE-2017-6663,CSCuo17183
1659c683-ab95-4b9f-a537-c5fd88e9f466,8/31/2020,Dolffordd,AMUR,Kazu,Cisco Catalyst 2960-X Series,WS-C3750X-48P-S---12.2(55)SE8---1,P3,FALSE,CVE-2017-6663,CSCvn29244
4b050a30-c610-4302-909e-d66be6f618d0,2/7/2021,Shyrarta,NEMAT,Yozio,Cisco ISR G2,WS-C3650-24PS-E---03.06.06E---995,P1,TRUE,CVE-2018-0156,CSCvg48576
ce7ddab7-7c09-4df0-b1f4-9e9a6b72ad7f,5/5/2020,Neckensstein,EPAC,Skipstorm,Cisco ISR G2,WS-C4506-E---3.1.1SG---2,P3,TRUE,CVE-2019-1737,CSCvg76186
293ab1c1-8aaf-46e4-aa15-e3837709a064,5/14/2020,Hochdorf,AMUR,Vitz,Cisco Catalyst 3560 Series,CISCO2951/K9---15.5(3)M7---2,P2,TRUE,CVE-2018-0171,CSCvg76186
a1ac54c8-f7ad-4da2-9668-a53a31b7fcc5,2/13/2021,Markstedt,ASEAM,Devpulse,Cisco Catalyst 3650 Series,WS-C3650-24PS-E---3.7.3E---1,P2,FALSE,CVE-2018-0480,CSCvd40673
6d40c308-0206-4eb7-81bd-79115abe6d17,8/23/2020,Raderdeck,AMUR,Tazz,Cisco Catalyst 3850 XS Series,WS-C3850-48P-E---03.06.06E---2,P2,TRUE,CVE-2018-0167,CSCvj25068
6c80f8b4-d2d1-4e02-99e5-ff277f0d5b69,8/5/2020,Hen Bryncelli,AMUR,Skidoo,Cisco Catalyst 3560-X Series,WS-C3850-48P-E---03.06.08E---2,P2,TRUE,CVE-2017-6665,CSCvd40673
b829fd2e-a2f3-4b45-b690-a700b91bbbe6,3/13/2020,Kinholm,ASEAM,Realbridge,Cisco Catalyst 2960 Series,WS-C4506-E---3.8.6E---42,P2,TRUE,CVE-2018-0167,CSCvd73664
86c69fe5-f362-4213-a422-774f5997b1bc,6/7/2020,Moel Pontrhos,ASEAM,Realcube,Cisco Catalyst 2960 Series,WS-C3850-12S-E---Denali 16.3.5b---2,P3,TRUE,CVE-2018-0167,CSCvg48576
d3868889-e514-4cd7-8d5c-b9f9e2e4f82a,3/4/2020,Nant Aranwen,APCG,Blogtags,Cisco Catalyst 4500 Series,WS-C3650-24PS-E---03.06.06E---995,P1,FALSE,CVE-2019-1737,CSCuo17183
003357b7-7360-4ec2-8fd2-c02d7b4ce657,1/30/2021,Kinleigh,ASEAM,Aibox,Cisco Catalyst 2960 Series,WS-C4506-E---3.8.5aE---12,P3,FALSE,CVE-2019-12643,CSCvf36269
f0003176-075a-440a-986f-7b70524f0fa8,5/8/2020,Caradkard,EPAC,Wikido,Cisco Catalyst 3560 Series,WS-C2960S-24PS-L---12.2(55)SE5---1,P1,FALSE,CVE-2019-12643,CSCvd40673
61a9bd5b-1531-4d0a-b93f-f53dd0aedccf,12/17/2020,Whiteburn,NEMAT,Flashspan,Cisco ISR G1,WS-C4506-E---3.1.1SG---2,P2,FALSE,CVE-2018-0167,CSCvd40673
f7ece738-daf6-43cc-900e-46ba7f187248,9/25/2020,Oxlea,NEMAT,Meevee,Cisco Catalyst 3560-G Series,WS-C3650-48PS-E---03.06.06E---252,P3,TRUE,CVE-2018-0475,CSCvd88936
23640ad6-0a5f-4a1d-a974-f9e59d67f532,11/19/2020,Dinas Dolfan,AMUR,Realblab,Cisco 4000 Series ISR,WS-C3650-48PS-E---03.06.06E---252,P3,FALSE,CVE-2018-0167,CSCvo47376
d575bf6a-198f-4a89-983a-11532e23329b,10/21/2020,Blackby,APCG,Twitterbeat,Cisco Catalyst 9300 Series,WS-C3650-48FS-E---03.06.09E---2,P2,FALSE,CVE-2018-0475,CSCvf36269
52453a12-2da2-4c95-9007-25d6c1039b41,12/2/2020,Melikard,ASEAM,Skilith,Cisco ISR G2,WS-C3850-12S-E---Denali 16.3.5b---2,P1,TRUE,CVE-2017-6665,CSCvd73664
c935ad57-6575-4b9f-b74f-35eb4c578c4f,9/19/2020,Neldortaur,EPAC,Yakidoo,Cisco Catalyst 3650 Series,WS-C6506-E---12.2(18)SXF12a---2,P1,FALSE,CVE-2018-0171,CSCvj25068
ab9fa9c1-8136-4f62-88c2-129555f9d8e3,9/4/2020,Saarelsfels,NEMAT,Roombo,Cisco Catalyst 3560 Series,WS-C4506-E---3.1.1SG---2,P2,FALSE,CVE-2018-0156,CSCvf36269
4efab122-95e9-495e-8433-dc86550904e9,3/20/2020,Glynfawr,AMUR,Centimia,Cisco Catalyst 3650 Series,WS-C3850-48P-E---03.06.06E---2,P1,TRUE,CVE-2018-0171,CSCuo17183
7c8c6fca-fcdd-48e8-af1c-198459dd9308,4/30/2020,Neldortaur,AMUR,Kazu,Cisco Catalyst 2960 Series,WS-C4506-E---03.06.02.E---2,P1,FALSE,CVE-2019-12643,CSCvn29244
ddbfe01b-0b40-40d8-8bc8-fb0cf17124c5,11/7/2020,Neldorsari,APCG,Avaveo,Cisco Catalyst 3750-G Series,CISCO2951/K9---15.4(3)M1---1,P1,FALSE,CVE-2018-0167,CSCvd73664
76b08974-19b6-4521-b7f1-1b94a259aeda,9/11/2020,Caer Dolpwll,AMUR,Zoomzone,Cisco Catalyst 3650 Series,WS-C3850-24XS-E---16.6.5---11,P2,FALSE,CVE-2018-0167,CSCvd40673
6da23be5-6b63-4a2e-91ce-604c7b50c44c,11/2/2020,Kirchelmark,EPAC,Yadel,Cisco Catalyst 3850 Series,WS-C3650-48FS-E---Denali 16.3.8prd2---1,P2,TRUE,CVE-2017-6665,CSCvo47376
b16e8046-28c5-43e2-99c7-abb4dbf743d7,1/5/2021,Neldorsari,APCG,Quinu,Cisco Catalyst 4500 Series,WS-C3850-24XS-E---16.6.5---11,P2,TRUE,CVE-2017-6665,CSCvd40673
e4d6add2-903b-49c2-a80e-c2447b70fe3e,6/7/2020,Melisiire,ASEAM,Zooveo,Cisco ISR G2,WS-C4506-E---3.6.2E---174,P2,TRUE,CVE-2019-12643,CSCvj25068
71387cd9-1785-4a59-ad69-631a49bd7357,1/6/2021,Oberberg,EPAC,Leexo,Cisco Catalyst 2960 Series,WS-C4506-E---03.06.02.E---2,P3,TRUE,CVE-2019-1748,CSCvd73664
8ec4e886-bacf-47ea-b0b4-e6e104d3336b,11/16/2020,Carnserin,APCG,Zazio,Cisco Catalyst 2960-X Series,CISCO3925-CHASSIS---15.3(3)M5---18,P3,FALSE,CVE-2017-6663,CSCvd73487
4141e741-001b-4355-82fa-b3bc851daa23,7/9/2020,Porthrice,ASEAM,Centimia,Cisco Catalyst 3560 Series,WS-C4506-E---03.06.02.E---2,P1,FALSE,CVE-2018-0475,CSCvg48576
52c1a525-ae93-41bb-bcab-54c078b38c36,11/7/2020,Dinas Dolfan,AMUR,Rhycero,Cisco Catalyst 2960 Series,CISCO2951/K9---15.4(3)M1---1,P3,TRUE,CVE-2019-12657,CSCuo17183
fadebc03-4e23-485d-800d-3dc0d884d8ed,8/11/2020,Caradmasto,AMUR,Topicstorm,Cisco Catalyst 2960-X Series,CISCO2951/K9---15.4(3)M3---1,P1,TRUE,CVE-2017-6665,CSCvd40673
e6aaa4e4-c599-4b6f-a680-3bd1af08cf89,3/5/2020,Hen Bryncelli,NEMAT,Lajo,Cisco Catalyst 9300 Series,WS-C3650-24PS-L---3.6.6E---984,P3,TRUE,CVE-2017-6665,CSCvj25124
c8090600-5e13-434d-8263-90cf341c91ab,1/16/2021,Moel Talberllan,AMUR,Eayo,Cisco Catalyst 4500 Series,WS-C3750X-48P-S---12.2(55)SE---1,P2,TRUE,CVE-2019-12657,CSCvj25068
d7eee486-db49-49da-987b-3d87087f1638,11/5/2020,Amontum,EPAC,Skipfire,Cisco ISR G2,WS-C2960S-48FPS-L---12.2(55)SE5---5,P2,FALSE,CVE-2019-12657,CSCuo17183
437e0f75-86af-46eb-b7a7-246c6cbb9d07,2/14/2021,Neldortaur,EPAC,Livefish,Cisco Catalyst 3560-G Series,WS-C3650-48FS-E---3.6.6E---595,P3,FALSE,CVE-2018-0156,CSCvg76186
c55467de-629d-467d-bfbe-cafeb57c1012,1/29/2021,Schwarzesecke,EPAC,Kazio,Cisco Catalyst 3560 Series,WS-C3650-48FS-E---Denali 16.3.8prd2---1,P2,FALSE,CVE-2017-12240,CSCvo47376
229a17d8-0ce4-4d74-9cf9-177ce1f01ebf,7/17/2020,Melisiire,NEMAT,Mynte,Cisco Catalyst 2960-S Series,WS-C2960S-24PS-L---12.2(55)SE5---1,P3,TRUE,CVE-2019-1748,CSCvj25068
